actors,movie_id,movie_title
Joe Pingue,861689,Blindness 
Don McKellar,861689,Blindness 
Yûsuke Iseya,861689,Blindness 
Udo Kier,383222,BloodRayne 
Meat Loaf,383222,BloodRayne 
Michael Paré,383222,BloodRayne 
Christoph Waltz,1692486,Carnage 
Kate Winslet,1692486,Carnage 
Julie Adams,1692486,Carnage 
Alison Lohman,373450,Where the Truth Lies 
Colin Firth,373450,Where the Truth Lies 
Rachel Blanchard,373450,Where the Truth Lies 
Erica Linz,1792647,Cirque du Soleil: Worlds Away 
Dallas Barnett,1792647,Cirque du Soleil: Worlds Away 
Igor Zaripov,1792647,Cirque du Soleil: Worlds Away 
Monica Potter,119934,Without Limits 
Billy Burke,119934,Without Limits 
Billy Crudup,119934,Without Limits 
Aidan McArdle,1175506,Me and Orson Welles 
Zoe Kazan,1175506,Me and Orson Welles 
James Tupper,1175506,Me and Orson Welles 
Sean Buchanan,1924396,The Best Offer 
Jim Sturgess,1924396,The Best Offer 
Liya Kebede,1924396,The Best Offer 
Shea Whigham,1095217,Bad Lieutenant: Port of Call New Orleans 
Nicolas Cage,1095217,Bad Lieutenant: Port of Call New Orleans 
Shawn Hatosy,1095217,Bad Lieutenant: Port of Call New Orleans 
Jenny McCarthy,1230204,A Turtle's Tale: Sammy's Adventures 
Ed Begley Jr.,1230204,A Turtle's Tale: Sammy's Adventures 
Stacy Keach,1230204,A Turtle's Tale: Sammy's Adventures 
Benoît Magimel,1440232,Little White Lies 
François Cluzet,1440232,Little White Lies 
Gilles Lellouche,1440232,Little White Lies 
Bai Ling,1125929,Love Ranch 
Scout Taylor-Compton,1125929,Love Ranch 
Gil Birmingham,1125929,Love Ranch 
André Wilms,1239462,The True Story of Puss'N Boots 
Yolande Moreau,1239462,The True Story of Puss'N Boots 
Jérôme Deschamps,1239462,The True Story of Puss'N Boots 
Evgeniy Mironov,1272051,Space Dogs 
Sergey Garmash,1272051,Space Dogs 
Aleksandr Bashirov,1272051,Space Dogs 
Brad Pitt,2193215,The Counselor 
Michael Fassbender,2193215,The Counselor 
Goran Visnjic,2193215,The Counselor 
Mackenzie Crook,1233301,Ironclad 
Jason Flemyng,1233301,Ironclad 
Derek Jacobi,1233301,Ironclad 
Dan O'Herlihy,66549,Waterloo 
Rod Steiger,66549,Waterloo 
Jack Hawkins,66549,Waterloo 
Charlie Yeung,2952602,Kung Fu Killer 
Siu-Wong Fan,2952602,Kung Fu Killer 
Wai-Keung Lau,2952602,Kung Fu Killer 
Mario Van Peebles,1946381,Red Sky 
Martin Kove,1946381,Red Sky 
Jacob Vargas,1946381,Red Sky 
Viggo Mortensen,337692,On the Road 
Kristen Stewart,337692,On the Road 
Kirsten Dunst,337692,On the Road 
Nichelle Nichols,92007,Star Trek IV: The Voyage Home 
Leonard Nimoy,92007,Star Trek IV: The Voyage Home 
Walter Koenig,92007,Star Trek IV: The Voyage Home 
Burt Young,479143,Rocky Balboa 
Sylvester Stallone,479143,Rocky Balboa 
Mike Tyson,479143,Rocky Balboa 
Edgar Ramírez,2058673,Point Break 
Ray Winstone,2058673,Point Break 
Delroy Lindo,2058673,Point Break 
Jada Pinkett Smith,120082,Scream 2 
Omar Epps,120082,Scream 2 
Kevin Williamson,120082,Scream 2 
Noah Emmerich,2140037,Jane Got a Gun 
Natalie Portman,2140037,Jane Got a Gun 
Boyd Holbrook,2140037,Jane Got a Gun 
Regina Hall,2239832,Think Like a Man Too 
Romany Malco,2239832,Think Like a Man Too 
David Walton,2239832,Think Like a Man Too 
Matthew Perry,190138,The Whole Nine Yards 
Bruce Willis,190138,The Whole Nine Yards 
Natasha Henstridge,190138,The Whole Nine Yards 
Leah Remini,302886,Old School 
Will Ferrell,302886,Old School 
Patrick Fischler,302886,Old School 
David Hyde Pierce,101889,The Fisher King 
Jeff Bridges,101889,The Fisher King 
Harry Shearer,101889,The Fisher King 
Mekhi Phifer,130018,I Still Know What You Did Last Summer 
Muse Watson,130018,I Still Know What You Did Last Summer 
Bill Cobbs,130018,I Still Know What You Did Last Summer 
Jim Belushi,122459,Return to Me 
Minnie Driver,122459,Return to Me 
Bonnie Hunt,122459,Return to Me 
Jeff Anderson,1007028,Zack and Miri Make a Porno 
Gerry Bednob,1007028,Zack and Miri Make a Porno 
Jennifer Schwalbach Smith,1007028,Zack and Miri Make a Porno 
Pruitt Taylor Vince,171580,Nurse Betty 
Morgan Freeman,171580,Nurse Betty 
Kathleen Wilhoite,171580,Nurse Betty 
Jeff Bridges,1234548,The Men Who Stare at Goats 
Kevin Spacey,1234548,The Men Who Stare at Goats 
Stephen Root,1234548,The Men Who Stare at Goats 
Eddie Griffin,238948,Double Take 
Daniel Roebuck,238948,Double Take 
Garcelle Beauvais,238948,Double Take 
Clea DuVall,172493,"Girl, Interrupted "
Angelina Jolie Pitt,172493,"Girl, Interrupted "
Vanessa Redgrave,172493,"Girl, Interrupted "
Gary Cole,335559,Win a Date with Tad Hamilton! 
Topher Grace,335559,Win a Date with Tad Hamilton! 
Nathan Lane,335559,Win a Date with Tad Hamilton! 
F. Murray Abraham,158811,Muppets from Space 
Josh Charles,158811,Muppets from Space 
David Arquette,158811,Muppets from Space 
Diana Ross,78504,The Wiz 
Lena Horne,78504,The Wiz 
Theresa Merritt,78504,The Wiz 
Ellen Albertini Dow,217756,Ready to Rumble 
Oliver Platt,217756,Ready to Rumble 
Martin Landau,217756,Ready to Rumble 
Robert Wagner,196857,Play It to the Bone 
Willie Garson,196857,Play It to the Bone 
Lolita Davidovich,196857,Play It to the Bone 
Busy Philipps,1742650,I Don't Know How She Does It 
Olivia Munn,1742650,I Don't Know How She Does It 
Jessica Szohr,1742650,I Don't Know How She Does It 
Kelly Brook,464154,Piranha 3D 
Adam Scott,464154,Piranha 3D 
Jessica Szohr,464154,Piranha 3D 
Bob Hoskins,363473,Beyond the Sea 
Kevin Spacey,363473,Beyond the Sea 
Brenda Blethyn,363473,Beyond the Sea 
M.C. Gainey,120645,Meet the Deedles 
Paul Walker,120645,Meet the Deedles 
A.J. Langer,120645,Meet the Deedles 
Kenneth Williams,112389,The Princess and the Cobbler 
Donald Pleasence,112389,The Princess and the Cobbler 
Clive Revill,112389,The Princess and the Cobbler 
F. Murray Abraham,356443,The Bridge of San Luis Rey 
Robert De Niro,356443,The Bridge of San Luis Rey 
Geraldine Chaplin,356443,The Bridge of San Luis Rey 
Tom Berenger,1433108,Faster 
Dwayne Johnson,1433108,Faster 
Mike Epps,1433108,Faster 
Blythe Danner,347149,Howl's Moving Castle 
Christian Bale,347149,Howl's Moving Castle 
Jean Simmons,347149,Howl's Moving Castle 
Bill Murray,1156398,Zombieland 
Emma Stone,1156398,Zombieland 
Derek Graf,1156398,Zombieland 
Clint Howard,120484,The Waterboy 
Adam Sandler,120484,The Waterboy 
Peter Dante,120484,The Waterboy 
Kenny Baker,80684,Star Wars: Episode V - The Empire Strikes Back 
Harrison Ford,80684,Star Wars: Episode V - The Empire Strikes Back 
Anthony Daniels,80684,Star Wars: Episode V - The Empire Strikes Back 
Tchéky Karyo,112442,Bad Boys 
Will Smith,112442,Bad Boys 
Theresa Randle,112442,Bad Boys 
Priscilla Presley,102510,The Naked Gun 2½: The Smell of Fear 
George Kennedy,102510,The Naked Gun 2½: The Smell of Fear 
O.J. Simpson,102510,The Naked Gun 2½: The Smell of Fear 
Brendan Fehr,195714,Final Destination 
Daniel Roebuck,195714,Final Destination 
Kerr Smith,195714,Final Destination 
Philip Seymour Hoffman,1124035,The Ides of March 
Ryan Gosling,1124035,The Ides of March 
Jennifer Ehle,1124035,The Ides of March 
Radha Mitchell,134847,Pitch Black 
Vin Diesel,134847,Pitch Black 
Cole Hauser,134847,Pitch Black 
Ellen Barkin,244970,Someone Like You... 
Hugh Jackman,244970,Someone Like You... 
Catherine Dent,244970,Someone Like You... 
Brian Johnson,1798709,Her 
Scarlett Johansson,1798709,Her 
Matt Letscher,1798709,Her 
Taron Egerton,1083452,Eddie the Eagle 
Hugh Jackman,1083452,Eddie the Eagle 
Tim McInnerny,1083452,Eddie the Eagle 
Jessica Bowman,206314,Joy Ride 
Paul Walker,206314,Joy Ride 
Dell Yount,206314,Joy Ride 
Keeley Hawes,1376213,The Adventurer: The Curse of the Midas Box 
Ioan Gruffudd,1376213,The Adventurer: The Curse of the Midas Box 
Oliver Stark,1376213,The Adventurer: The Curse of the Midas Box 
Eva Amurri Martino,149691,Anywhere But Here 
Natalie Portman,149691,Anywhere But Here 
Shawn Hatosy,149691,Anywhere But Here 
Stark Sands,360139,Chasing Liberty 
Annabella Sciorra,360139,Chasing Liberty 
Terence Maynard,360139,Chasing Liberty 
Dan Hedaya,198386,The Crew 
Seymour Cassel,198386,The Crew 
Lainie Kazan,198386,The Crew 
Michael Fassbender,1506999,Haywire 
Channing Tatum,1506999,Haywire 
Michael Angarano,1506999,Haywire 
Mario Van Peebles,93300,Jaws: The Revenge 
Judith Barsi,93300,Jaws: The Revenge 
Lynn Whitfield,93300,Jaws: The Revenge 
Robert De Niro,116999,Marvin's Room 
Leonardo DiCaprio,116999,Marvin's Room 
Meryl Streep,116999,Marvin's Room 
Dash Mihok,1091751,The Longshots 
Tasha Smith,1091751,The Longshots 
Garrett Morris,1091751,The Longshots 
Ian Hart,172396,The End of the Affair 
Stephen Rea,172396,The End of the Affair 
James Bolam,172396,The End of the Affair 
Tia Carrere,102005,Harley Davidson and the Marlboro Man 
Vanessa Williams,102005,Harley Davidson and the Marlboro Man 
Don Johnson,102005,Harley Davidson and the Marlboro Man 
Charlize Theron,478134,In the Valley of Elah 
James Franco,478134,In the Valley of Elah 
Barry Corbin,478134,In the Valley of Elah 
Benoît Poelvoorde,1035736,Coco Before Chanel 
Alessandro Nivola,1035736,Coco Before Chanel 
Marie Gillain,1035736,Coco Before Chanel 
Iben Hjejle,1179258,Chéri 
Tom Burke,1179258,Chéri 
Gaye Brown,1179258,Chéri 
Sarah Carter,2397255,Rogue             
Cole Hauser,2397255,Rogue             
Derek Luke,2397255,Rogue             
Roger Lloyd Pack,241025,Vanity Fair 
Romola Garai,241025,Vanity Fair 
Lillete Dubey,241025,Vanity Fair 
Simon Yam,1403130,Bodyguards and Assassins 
Bingbing Fan,1403130,Bodyguards and Assassins 
Nicholas Tse,1403130,Bodyguards and Assassins 
Kim Thomson,450385,1408 
Drew Powell,450385,1408 
Alexandra Silber,450385,1408 
Dick Van Patten,94012,Spaceballs 
Joan Rivers,94012,Spaceballs 
Michael Winslow,94012,Spaceballs 
Ryan Corr,3007512,The Water Diviner 
Cem Yilmaz,3007512,The Water Diviner 
Steve Bastoni,3007512,The Water Diviner 
Tony Goldwyn,99653,Ghost 
Demi Moore,99653,Ghost 
Phil Leeds,99653,Ghost 
Lin Shaye,129387,There's Something About Mary 
Sarah Silverman,129387,There's Something About Mary 
Richard Tyson,129387,There's Something About Mary 
Eric Lloyd,111070,The Santa Clause 
Judge Reinhold,111070,The Santa Clause 
Peter Boyle,111070,The Santa Clause 
Jay Hernandez,265662,The Rookie 
Dennis Quaid,265662,The Rookie 
Angus T. Jones,265662,The Rookie 
Kyra Sedgwick,492956,The Game Plan 
Dwayne Johnson,492956,The Game Plan 
Madison Pettis,492956,The Game Plan 
Meryl Streep,112579,The Bridges of Madison County 
Clint Eastwood,112579,The Bridges of Madison County 
Debra Monk,112579,The Bridges of Madison County 
Michael Papajohn,255798,The Animal 
Louis Lombardi,255798,The Animal 
Colleen Haskell,255798,The Animal 
Amrish Puri,83987,Gandhi 
Candice Bergen,83987,Gandhi 
John Gielgud,83987,Gandhi 
Charlotte Le Bon,2980648,The Hundred-Foot Journey 
Manish Dayal,2980648,The Hundred-Foot Journey 
Juhi Chawla,2980648,The Hundred-Foot Journey 
Jeremy Northam,113957,The Net 
Ken Howard,113957,The Net 
Ray McKinnon,113957,The Net 
Loretta Devine,277027,I Am Sam 
Dianne Wiest,277027,I Am Sam 
Richard Schiff,277027,I Am Sam 
Amber Rose Revah,3210686,Son of God 
Roma Downey,3210686,Son of God 
Darwin Shaw,3210686,Son of God 
Kevin Grevioux,320691,Underworld 
Sophia Myles,320691,Underworld 
Shane Brolly,320691,Underworld 
RZA,398017,Derailed 
Denis O'Hare,398017,Derailed 
Xzibit,398017,Derailed 
Joel McHale,1130080,The Informant! 
Matt Damon,1130080,The Informant! 
Thomas F. Wilson,1130080,The Informant! 
James Frain,108101,Shadowlands 
Anthony Hopkins,108101,Shadowlands 
Julian Fellowes,108101,Shadowlands 
Eddie Griffin,367652,Deuce Bigalow: European Gigolo 
Carlos Ponce,367652,Deuce Bigalow: European Gigolo 
Charles Keating,367652,Deuce Bigalow: European Gigolo 
Bobby Moynihan,2387559,Delivery Man 
Jack Reynor,2387559,Delivery Man 
Matthew Daddario,2387559,Delivery Man 
Spencer Wilding,1976009,Victor Frankenstein 
Daniel Radcliffe,1976009,Victor Frankenstein 
Daniel Mays,1976009,Victor Frankenstein 
Pawel Szajda,1995390,Our Kind of Traitor 
Radivoje Bukvic,1995390,Our Kind of Traitor 
Grigoriy Dobrygin,1995390,Our Kind of Traitor 
Neil Diamond,239948,Saving Silverman 
Amanda Detmer,239948,Saving Silverman 
Kyle Gass,239948,Saving Silverman 
Rachael Harris,2023453,Diary of a Wimpy Kid: Dog Days 
Zachary Gordon,2023453,Diary of a Wimpy Kid: Dog Days 
Karan Brar,2023453,Diary of a Wimpy Kid: Dog Days 
Jennifer Esposito,162677,Summer of Sam 
Mira Sorvino,162677,Summer of Sam 
Mike Starr,162677,Summer of Sam 
Shannon Elizabeth,261392,Jay and Silent Bob Strike Back 
Will Ferrell,261392,Jay and Silent Bob Strike Back 
Jason Mewes,261392,Jay and Silent Bob Strike Back 
Steve Buscemi,399201,The Island 
Scarlett Johansson,399201,The Island 
Djimon Hounsou,399201,The Island 
Bruce Dern,221218,The Glass House 
Chris Noth,221218,The Glass House 
Trevor Morgan,221218,The Glass House 
Channing Tatum,475290,"Hail, Caesar! "
Scarlett Johansson,475290,"Hail, Caesar! "
Alden Ehrenreich,475290,"Hail, Caesar! "
Paulo Costanzo,236348,Josie and the Pussycats 
Rosario Dawson,236348,Josie and the Pussycats 
Aries Spears,236348,Josie and the Pussycats 
James Franco,2312718,Homefront 
Jason Statham,2312718,Homefront 
Frank Grillo,2312718,Homefront 
Jim Carter,192255,The Little Vampire 
Richard E. Grant,192255,The Little Vampire 
Alice Krige,192255,The Little Vampire 
Lily Tomlin,356721,I Heart Huckabees 
Naomi Watts,356721,I Heart Huckabees 
Isabelle Huppert,356721,I Heart Huckabees 
Rip Torn,107978,RoboCop 3 
CCH Pounder,107978,RoboCop 3 
Mako,107978,RoboCop 3 
Udo Kier,263728,Megiddo: The Omega Code 2 
Michael Biehn,263728,Megiddo: The Omega Code 2 
Franco Nero,263728,Megiddo: The Omega Code 2 
Vernon Dobtcheff,65611,Darling Lili 
Rock Hudson,65611,Darling Lili 
Jeremy Kemp,65611,Darling Lili 
Alex Rocco,160236,Dudley Do-Right 
Brendan Fraser,160236,Dudley Do-Right 
Eric Idle,160236,Dudley Do-Right 
Noémie Lenoir,2938956,The Transporter Refueled 
Ed Skrein,2938956,The Transporter Refueled 
Radivoje Bukvic,2938956,The Transporter Refueled 
Jack Davenport,375920,The Libertine 
Johnny Depp,375920,The Libertine 
Richard Coyle,375920,The Libertine 
Sebastian Koch,389557,Black Book 
Michiel Huisman,389557,Black Book 
Christian Berkel,389557,Black Book 
Dany Boon,424205,Joyeux Noel 
Gary Lewis,424205,Joyeux Noel 
Ian Richardson,424205,Joyeux Noel 
Tom Arnold,2097307,Hit and Run 
Bradley Cooper,2097307,Hit and Run 
Beau Bridges,2097307,Hit and Run 
Ted Danson,951216,Mad Money 
Stephen Root,951216,Mad Money 
Roger Cross,951216,Mad Money 
Ben Crompton,1726592,Before I Go to Sleep 
Colin Firth,1726592,Before I Go to Sleep 
Anne-Marie Duff,1726592,Before I Go to Sleep 
Joe Spinell,76740,Sorcerer 
Roy Scheider,76740,Sorcerer 
Amidou,76740,Sorcerer 
Milla Jovovich,1423995,Stone 
Robert De Niro,1423995,Stone 
Frances Conroy,1423995,Stone 
Ludivine Sagnier,796335,Molière 
Romain Duris,796335,Molière 
Fabrice Luchini,796335,Molière 
Sam Shepard,1206543,Out of the Furnace 
Christian Bale,1206543,Out of the Furnace 
Dendrie Taylor,1206543,Out of the Furnace 
Denis O'Hare,465538,Michael Clayton 
Tom Wilkinson,465538,Michael Clayton 
Sydney Pollack,465538,Michael Clayton 
Bradley Whitford,117119,My Fellow Americans 
Wilford Brimley,117119,My Fellow Americans 
Sela Ward,117119,My Fellow Americans 
Spencer Treat Clark,137363,Arlington Road 
Jeff Bridges,137363,Arlington Road 
Hope Davis,137363,Arlington Road 
Diego Ramos,1634003,Underdogs 
Pablo Rago,1634003,Underdogs 
Gabriel Almirón,1634003,Underdogs 
Judy Davis,1859650,To Rome with Love 
Ornella Muti,1859650,To Rome with Love 
Alessandra Mastronardi,1859650,To Rome with Love 
Warren Clarke,83943,Firefox 
Clint Eastwood,83943,Firefox 
Kenneth Colley,83943,Firefox 
Eric Idle,158983,South Park: Bigger Longer & Uncut 
Minnie Driver,158983,South Park: Bigger Longer & Uncut 
Trey Parker,158983,South Park: Bigger Longer & Uncut 
John Aylward,108308,Teenage Mutant Ninja Turtles III 
Paige Turco,108308,Teenage Mutant Ninja Turtles III 
Matt Hill,108308,Teenage Mutant Ninja Turtles III 
D.B. Sweeney,180734,Hardball 
Keanu Reeves,180734,Hardball 
DeWayne Warren,180734,Hardball 
Robert De Niro,1045658,Silver Linings Playbook 
Jennifer Lawrence,1045658,Silver Linings Playbook 
Bradley Cooper,1045658,Silver Linings Playbook 
Scott Glenn,463998,Freedom Writers 
Hunter Parrish,463998,Freedom Writers 
Imelda Staunton,463998,Freedom Writers 
Loretta Devine,1405500,For Colored Girls 
Omari Hardwick,1405500,For Colored Girls 
Kimberly Elise,1405500,For Colored Girls 
Qi Shu,293662,The Transporter 
Jason Statham,293662,The Transporter 
Matt Schulze,293662,The Transporter 
Neil Brown Jr.,1023111,Never Back Down 
Djimon Hounsou,1023111,Never Back Down 
Leslie Hope,1023111,Never Back Down 
Rachel Blanchard,144814,The Rage: Carrie 2 
Jason London,144814,The Rage: Carrie 2 
Eddie Kaye Thomas,144814,The Rage: Carrie 2 
,313038,The Bachelor             
Chris Harrison,313038,The Bachelor             
,313038,The Bachelor             
Jim Gaffigan,1176740,Away We Go 
Catherine O'Hara,1176740,Away We Go 
Carmen Ejogo,1176740,Away We Go 
Judge Reinhold,1027862,Swing Vote 
Madeline Carroll,1027862,Swing Vote 
Nathan Lane,1027862,Swing Vote 
Holly Hunter,179098,Moonlight Mile 
Jake Gyllenhaal,179098,Moonlight Mile 
Bob Clendenin,179098,Moonlight Mile 
Colin Firth,1340800,Tinker Tailor Soldier Spy 
Benedict Cumberbatch,1340800,Tinker Tailor Soldier Spy 
Gary Oldman,1340800,Tinker Tailor Soldier Spy 
Jill Hennessy,143746,Molly 
Elaine Hendrix,143746,Molly 
Sarah Wynter,143746,Molly 
Cherry Jones,1321860,The Beaver 
Jennifer Lawrence,1321860,The Beaver 
Riley Thomas Stewart,1321860,The Beaver 
Barry Corbin,83642,The Best Little Whorehouse in Texas 
Dolly Parton,83642,The Best Little Whorehouse in Texas 
Dom DeLuise,83642,The Best Little Whorehouse in Texas 
Sarah Polley,120907,eXistenZ 
Jennifer Jason Leigh,120907,eXistenZ 
Callum Rennie,120907,eXistenZ 
Karen Allen,82971,Raiders of the Lost Ark 
Harrison Ford,82971,Raiders of the Lost Ark 
William Hootkins,82971,Raiders of the Lost Ark 
Kieran Culkin,104431,Home Alone 2: Lost in New York 
Macaulay Culkin,104431,Home Alone 2: Lost in New York 
Devin Ratray,104431,Home Alone 2: Lost in New York 
Teri Garr,75860,Close Encounters of the Third Kind 
Bob Balaban,75860,Close Encounters of the Third Kind 
Melinda Dillon,75860,Close Encounters of the Third Kind 
Christina Milian,454919,Pulse 
Ian Somerhalder,454919,Pulse 
Rick Gonzalez,454919,Pulse 
Judge Reinhold,92644,Beverly Hills Cop II 
Dean Stockwell,92644,Beverly Hills Cop II 
Ronny Cox,92644,Beverly Hills Cop II 
Kimberly J. Brown,305669,Bringing Down the House 
Angus T. Jones,305669,Bringing Down the House 
Steve Harris,305669,Bringing Down the House 
Scott Glenn,102926,The Silence of the Lambs 
Anthony Hopkins,102926,The Silence of the Lambs 
Anthony Heald,102926,The Silence of the Lambs 
Lara Flynn Boyle,105793,Wayne's World 
Tia Carrere,105793,Wayne's World 
Kurt Fuller,105793,Wayne's World 
Steve-O,1116184,Jackass 3D 
Bam Margera,1116184,Jackass 3D 
Chris Pontius,1116184,Jackass 3D 
Murray Hamilton,77766,Jaws 2 
Roy Scheider,77766,Jaws 2 
Joseph Mascolo,77766,Jaws 2 
Nick Zano,1014775,Beverly Hills Chihuahua 
Jamie Lee Curtis,1014775,Beverly Hills Chihuahua 
Ali Hillis,1014775,Beverly Hills Chihuahua 
Lili Taylor,1457767,The Conjuring 
Mackenzie Foy,1457767,The Conjuring 
Hayley McFarland,1457767,The Conjuring 
Tracy Morgan,368578,Are We There Yet? 
Nia Long,368578,Are We There Yet? 
Jay Mohr,368578,Are We There Yet? 
Mark Duplass,2103254,Tammy 
Gary Cole,2103254,Tammy 
Ben Falcone,2103254,Tammy 
Aaron Yoo,486822,Disturbia 
Sarah Roemer,486822,Disturbia 
Jose Pablo Cantillo,486822,Disturbia 
Sarah Silverman,332379,School of Rock 
Miranda Cosgrove,332379,School of Rock 
Mike White,332379,School of Rock 
Cary-Hiroyuki Tagawa,113855,Mortal Kombat 
Christopher Lambert,113855,Mortal Kombat 
Bridgette Wilson-Sampras,113855,Mortal Kombat 
Christopher Cousins,324554,Wicker Park 
Jessica Paré,324554,Wicker Park 
Mark Camacho,324554,Wicker Park 
Jaime King,381707,White Chicks 
Busy Philipps,381707,White Chicks 
Brittany Daniel,381707,White Chicks 
Nick Krause,1033575,The Descendants 
Shailene Woodley,1033575,The Descendants 
Beau Bridges,1033575,The Descendants 
Zane Holtz,311289,Holes 
Tim Blake Nelson,311289,Holes 
Ski Carr,311289,Holes 
Bobby Coleman,1294226,The Last Song 
Kelly Preston,1294226,The Last Song 
Melissa Ordway,1294226,The Last Song 
Scoot McNairy,2024544,12 Years a Slave 
Quvenzhané Wallis,2024544,12 Years a Slave 
Taran Killam,2024544,12 Years a Slave 
Nick Cannon,303933,Drumline 
Leonard Roberts,303933,Drumline 
Jason Weaver,303933,Drumline 
Cicely Tyson,1391137,Why Did I Get Married Too? 
Michael Jai White,1391137,Why Did I Get Married Too? 
Tasha Smith,1391137,Why Did I Get Married Too? 
Dianne Wiest,99487,Edward Scissorhands 
Johnny Depp,99487,Edward Scissorhands 
Conchata Ferrell,99487,Edward Scissorhands 
Emilia Clarke,2674426,Me Before You 
Sam Claflin,2674426,Me Before You 
Brendan Coyle,2674426,Me Before You 
Tom Arnold,2215285,Madea's Witness Protection 
John Amos,2215285,Madea's Witness Protection 
Romeo Miller,2215285,Madea's Witness Protection 
Carmen Electra,466342,Date Movie 
Alyson Hannigan,466342,Date Movie 
Fred Willard,466342,Date Movie 
Rob Paulsen,280030,Return to Never Land 
Roger Rees,280030,Return to Never Land 
Spencer Breslin,280030,Return to Never Land 
Tom Wilkinson,1020072,Selma 
David Oyelowo,1020072,Selma 
Oprah Winfrey,1020072,Selma 
Phil Collins,283426,The Jungle Book 2 
Haley Joel Osment,283426,The Jungle Book 2 
Tony Jay,283426,The Jungle Book 2 
Skye McCole Bartusiak,357507,Boogeyman 
Barry Watson,357507,Boogeyman 
Charles Mesure,357507,Boogeyman 
Amber Valletta,477071,Premonition 
Nia Long,477071,Premonition 
Marc Macaulay,477071,Premonition 
John Fiedler,220099,The Tigger Movie 
Kath Soucie,220099,The Tigger Movie 
Ken Sansom,220099,The Tigger Movie 
CCH Pounder,1148204,Orphan 
Jimmy Bennett,1148204,Orphan 
Aryana Engineer,1148204,Orphan 
Joseph Julian Soria,3369806,Max 
Jay Hernandez,3369806,Max 
Edgar Arreola,3369806,Max 
David Mann,1319598,Meet the Browns             
Lamman Rucker,1319598,Meet the Browns             
Denise Boutte,1319598,Meet the Browns             
Carmen Electra,799949,Epic Movie 
David Carradine,799949,Epic Movie 
Fred Willard,799949,Epic Movie 
Mako,82198,Conan the Barbarian 
William Smith,82198,Conan the Barbarian 
Sandahl Bergman,82198,Conan the Barbarian 
Jamey Sheridan,1895587,Spotlight 
Billy Crudup,1895587,Spotlight 
Brian d'Arcy James,1895587,Spotlight 
Justin Chambers,947802,Lakeview Terrace 
Jay Hernandez,947802,Lakeview Terrace 
Robert Pine,947802,Lakeview Terrace 
Sarah Roemer,433386,The Grudge 2 
Sarah Michelle Gellar,433386,The Grudge 2 
Matthew Knight,433386,The Grudge 2 
James Pickens Jr.,120703,How Stella Got Her Groove Back 
Richard Lawson,120703,How Stella Got Her Groove Back 
Barry Shabaka Henley,120703,How Stella Got Her Groove Back 
George Carlin,101452,Bill & Ted's Bogus Journey 
Keanu Reeves,101452,Bill & Ted's Bogus Journey 
Alex Winter,101452,Bill & Ted's Bogus Journey 
Tina Fey,483726,Man of the Year 
Robin Williams,483726,Man of the Year 
Amy Poehler,483726,Man of the Year 
Maximilian Schell,78869,The Black Hole 
Robert Forster,78869,The Black Hole 
Yvette Mimieux,78869,The Black Hole 
Thekla Reuten,1440728,The American 
Violante Placido,1440728,The American 
Filippo Timi,1440728,The American 
Constance Marie,120094,Selena 
Jon Seda,120094,Selena 
Jacob Vargas,120094,Selena 
Dave Foley,1666186,Vampires Suck 
Diedrich Bader,1666186,Vampires Suck 
Anneliese van der Pol,1666186,Vampires Suck 
Harriet Walter,449467,Babel 
Brad Pitt,449467,Babel 
Dermot Crowley,449467,Babel 
Abigail Spencer,1371150,This Is Where I Leave You 
Tina Fey,1371150,This Is Where I Leave You 
Jane Fonda,1371150,This Is Where I Leave You 
Meryl Streep,918927,Doubt 
Philip Seymour Hoffman,918927,Doubt 
Carrie Preston,918927,Doubt 
Maurice LaMarche,372588,Team America: World Police 
Jeremy Shada,372588,Team America: World Police 
Trey Parker,372588,Team America: World Police 
Keram Malicki-Sánchez,1572315,Texas Chainsaw 3D 
Gunnar Hansen,1572315,Texas Chainsaw 3D 
Shaun Sipos,1572315,Texas Chainsaw 3D 
Holly Hunter,112722,Copycat 
William McNamara,112722,Copycat 
Harry Connick Jr.,112722,Copycat 
Snoop Dogg,795461,Scary Movie 5 
Marisa Saks,795461,Scary Movie 5 
Molly Shannon,795461,Scary Movie 5 
Lee Marvin,64782,Paint Your Wagon 
Clint Eastwood,64782,Paint Your Wagon 
Ray Walston,64782,Paint Your Wagon 
Denis O'Hare,1013753,Milk 
James Franco,1013753,Milk 
Lucas Grabeel,1013753,Milk 
Jan Cornet,3231054,Risen 
Peter Firth,3231054,Risen 
María Botto,3231054,Risen 
Ron Eldard,288477,Ghost Ship 
Isaiah Washington,288477,Ghost Ship 
Francesca Rettondini,288477,Ghost Ship 
Thomas Lennon,1268799,A Very Harold & Kumar 3D Christmas 
Patton Oswalt,1268799,A Very Harold & Kumar 3D Christmas 
Paula Garcés,1268799,A Very Harold & Kumar 3D Christmas 
Robert Wagner,120890,Wild Things 
Bill Murray,120890,Wild Things 
Jeff Perry,120890,Wild Things 
Paige Turco,814335,The Stepfather 
Sela Ward,814335,The Stepfather 
Skyler Samuels,814335,The Stepfather 
Jesper Christensen,1226753,The Debt 
Tom Wilkinson,1226753,The Debt 
Romi Aboulafia,1226753,The Debt 
Lili Taylor,146882,High Fidelity 
Drake Bell,146882,High Fidelity 
Lisa Bonet,146882,High Fidelity 
Jason Beghe,479968,One Missed Call 
Johnny Lewis,479968,One Missed Call 
